TIPO_REG;PAIS;P_DEPTO;P_MUNIC;UC_UO;ENCUESTA;COD_VEREDA;P_S6P45B;P_S6P45A;P_S6P46;P_S6P47A;P_S6P47B;P_S6P48;P_S6P50;P_S6P51_SP1;P_S6P51_SP2;P_S6P51_SP3;P_S6P53;P_S6P57A;P_S6P59_UNIF;P_S6P60;AREA_SEMBRADA;AREA_COSECHADA
4;170;25;25040;02970001;060196774;25040022;1;1;00196103088;10;2012;2;;;;;;2.9175571291;30;;0.0972519043;0.0972519043
4;170;25;25040;02970001;060196774;25040022;2;2;00191999049;2;2013;2;2;;1;;;0.6950691436;0.4945860464;12;1.4053553446;1.4053553446
4;170;25;25040;02980001;060456888;25040031;1;1;16100100107;5;1992;2;1;;1;;;2.200410299;1.08;12;2.0374169435;2.0374169435
4;170;25;25040;02980001;060456888;25040031;1;1;00131201001;7;2011;2;2;;1;;;11.814012312;5.7985246219;12;2.0374169435;2.0374169435
4;170;25;25040;02990001;060456487;25040031;1;1;00169299007;11;2010;2;2;;1;;;0.0750128447;0.5;12;0.1500256894;0.1500256894
4;170;25;25040;03000001;060456889;25040031;1;1;00169299007;11;1997;2;2;;1;;;0.1111867482;0.5;12;0.2223734964;0.2223734964
4;170;25;25040;03000001;060456889;25040031;2;1;00169299007;11;2013;2;2;;1;;;0.3088520783;0.5;12;0.6177041565;0.6177041565
4;170;25;25040;03000001;060456889;25040031;2;2;00193002026;4;2013;2;2;;1;;;0.9883266504;1.6;12;0.6177041565;0.6177041565
4;170;25;25040;03010001;060195955;25040002;1;1;16100100110;4;1992;1;1;;1;;;0.7223062668;1.44;12;0.5016015742;0.5016015742
4;170;25;25040;03010001;060460967;25040004;1;1;00131917001;11;2011;2;2;;1;;;0.5552921049;0.425562403;12;1.3048429585;1.3048429585
4;170;25;25040;03010001;060460967;25040004;2;1;16100100110;6;1992;1;1;;1;;;1.3503538403;1.44;12;0.9377457224;0.9377457224
4;170;25;25040;03010001;060460967;25040004;3;1;00196104066;5;2008;1;1;;1;;2;0;;12;2.3502008343;0
4;170;25;25040;03010001;060460967;25040004;4;1;00196104066;5;2006;1;1;;1;;2;0;;12;2.3872677542;0
4;170;25;25040;03020001;060198695;25040002;1;1;16100100110;3;1993;1;1;;1;;;0.4523305244;1.44;12;0.3141184197;0.3141184197
4;170;25;25040;03060001;060202556;25040018;1;1;00131601001;10;2013;1;2;;1;;;0;;12;0.0103844255;0
4;170;25;25040;03060001;060202556;25040018;2;1;16100100110;5;1993;1;1;;1;;;0.025182618;1.44;12;0.0174879292;0.0174879292
4;170;25;25040;03060001;060460969;25040004;1;1;16100100105;6;1993;2;1;;1;;;2.1983409091;0.72;12;3.0532512627;3.0532512627
4;170;25;25040;03060001;060460969;25040004;1;1;00131201001;8;1962;2;2;;1;;;17.704352624;5.7985246219;12;3.0532512627;3.0532512627
4;170;25;25040;03060001;060460969;25040004;1;1;16100100101;6;1992;2;1;;1;;;2.1983409091;0.72;12;3.0532512627;3.0532512627
4;170;25;25040;03100001;060457380;25040020;1;1;00131201001;8;2011;2;2;;1;;;14.907814065;5.7985246219;12;2.5709667609;2.5709667609
4;170;25;25040;03100001;060457380;25040020;1;1;16100100105;6;1992;2;1;;1;;;1.8510960678;0.72;12;2.5709667609;2.5709667609
4;170;25;25040;03100001;060457380;25040020;1;1;16100100107;6;2012;2;1;;1;;;0;;12;2.5709667609;0
4;170;25;25040;03140001;060460972;25040025;1;1;16100100107;6;1994;2;1;;1;;;1.0350440318;1.08;12;0.9583741035;0.9583741035
4;170;25;25040;03140001;060460972;25040025;1;1;00131201001;8;1992;2;2;;1;;;5.5571558363;5.7985246219;12;0.9583741035;0.9583741035
4;170;25;25040;03190001;060204864;25040028;1;1;00131201001;7;2012;2;2;;1;;;2.3250809956;5.7985246219;12;0.4009780327;0.4009780327
4;170;25;25040;03190001;060204864;25040028;1;1;00131301001;7;2013;2;2;;1;;;0;;12;0.4009780327;0
4;170;25;25040;03209877;060205170;25040005;1;2;00129001001;8;2013;1;2;;1;;;0;;12;0.3041898338;0
4;170;25;25040;03209877;060205170;25040005;2;1;00131201001;6;2012;2;2;;1;;;5.5116226308;5.7985246219;12;0.9505215534;0.9505215534
4;170;25;25040;03209877;060205170;25040005;2;1;16100100105;4;1993;2;1;;1;;;0.6843755184;0.72;12;0.9505215534;0.9505215534
4;170;25;25040;03230001;060202493;25040002;1;1;00131201001;6;1993;2;2;;1;;;2.9990265097;5.7985246219;12;0.5172051005;0.5172051005
4;170;25;25040;03270001;060197586;25040009;1;1;00131201001;6;2011;2;2;;1;;;3.1411694737;5.7985246219;12;0.5417187437;0.5417187437
4;170;25;25040;03270001;060197586;25040009;1;1;00131601001;9;1999;2;2;;1;;;1.7056837205;3.1486518423;12;0.5417187437;0.5417187437
4;170;25;25040;03270001;060197586;25040009;2;1;16100100110;4;2013;1;1;;1;;;0;;12;0.3893146155;0
4;170;25;25040;03280001;060199815;25040005;1;1;16100100110;5;1992;1;1;;1;;;1.1032480403;1.44;12;0.7661444724;0.7661444724
4;170;25;25040;03280001;060453699;25040025;1;1;16100100110;6;1992;1;1;;1;;;1.213833655;1.44;12;0.8429400382;0.8429400382
4;170;25;25040;03280001;060460765;25040031;1;1;00131201001;7;2013;2;2;;1;;;0;;12;0.7556549072;0
4;170;25;25040;03280001;060460765;25040031;1;2;00159201001;9;2013;2;2;;1;;;0;;12;0.7556549072;0
4;170;25;25040;03280001;060460765;25040031;1;2;00159201001;9;2012;2;2;;1;;;5.8527992933;7.7453335341;12;0.7556549072;0.7556549072
4;170;25;25040;03300001;060457418;25040020;1;1;16100100101;6;1992;2;1;;1;;;0.4886576143;0.72;12;0.678691131;0.678691131
4;170;25;25040;03300001;060457418;25040020;1;1;00131201001;8;1979;2;2;;1;;;3.9354072338;5.7985246219;12;0.678691131;0.678691131
4;170;25;25040;03330001;060460966;25040025;1;1;00132401001;11;1992;2;;;;;;22.082282267;14.959115146;;1.4761756997;1.4761756997
4;170;25;25040;03330001;060460966;25040025;1;1;16100100103;6;1992;2;1;;1;;;1.0628465038;0.72;12;1.4761756997;1.4761756997
4;170;25;25040;03367796;060459349;25040027;1;1;16100100110;4;2008;1;1;;1;;;1.2758766948;1.44;12;0.8860254825;0.8860254825
4;170;25;25040;03380001;060453681;25040025;1;1;16100100105;6;1992;2;1;;1;;;1.6834419503;0.72;12;2.3381138199;2.3381138199
4;170;25;25040;03380001;060453681;25040025;1;1;16100100107;6;1992;2;1;;1;;;2.5251629255;1.08;12;2.3381138199;2.3381138199
4;170;25;25040;03380001;060453681;25040025;1;1;00131201001;8;2011;2;2;;1;;;13.557610554;5.7985246219;12;2.3381138199;2.3381138199
4;170;25;25040;03400001;060461265;25040025;1;1;00131201001;8;1995;2;2;;1;;;6.0972195924;5.7985246219;12;1.0515122363;1.0515122363
4;170;25;25040;03400001;060461265;25040025;1;1;16100100101;6;1993;2;1;;1;;;0.7570888101;0.72;12;1.0515122363;1.0515122363
4;170;25;25040;03410001;060194656;25040028;1;1;16100100110;5;1992;1;1;;1;;;1.3028400984;1.44;12;0.9047500683;0.9047500683
4;170;25;25040;03410001;060205154;25040005;1;1;00131101001;10;2011;1;2;;1;;;0;;12;0.1130666809;0
4;170;25;25040;03480001;060196720;25040005;1;1;16100100110;5;1992;1;1;;1;;;0.8443458419;1.44;12;0.5863512791;0.5863512791
4;170;25;25040;03480001;060460758;25040031;1;1;16100100110;6;1992;1;1;;1;;;0.5993129911;1.44;12;0.4161895772;0.4161895772
4;170;25;25040;03490001;060458768;25040025;1;1;00131201001;8;2012;2;2;;1;;;4.8859578825;5.7985246219;12;0.8426208736;0.8426208736
4;170;25;25040;03490001;060458768;25040025;1;1;16100100101;6;1992;2;1;;1;;;0.606687029;0.72;12;0.8426208736;0.8426208736
4;170;25;25040;03490001;060460778;25040031;1;1;16100100110;6;1992;2;1;;1;;;1.9290097538;1.44;12;1.3395901068;1.3395901068
4;170;25;25040;03490001;060460778;25040031;1;1;00132301002;11;1992;2;;;;;;15.479798559;11.555623232;;1.3395901068;1.3395901068
4;170;25;25040;03510001;060202510;25040002;1;1;16100100110;4;1992;1;1;;1;;;1.0411373085;1.44;12;0.7230120198;0.7230120198
4;170;25;25040;03520001;060202512;25040002;1;1;16100100110;4;1992;1;1;;1;;;0.8404117747;1.44;12;0.583619288;0.583619288
4;170;25;25040;03530001;060195669;25040002;1;1;00132401001;10;1993;2;2;;1;;;2.4849286789;14.959115146;12;0.1661146836;0.1661146836
4;170;25;25040;03530001;060195669;25040002;1;1;00131301001;6;1992;2;2;;1;;;0.8628438749;5.194266132;12;0.1661146836;0.1661146836
4;170;25;25040;03530001;060454658;25040003;1;2;00123401001;3;2013;2;2;1;;;;15.865230553;20.32791861;12;0.7804650765;0.7804650765
4;170;25;25040;03530001;060454658;25040003;1;2;00124201001;3;2013;2;2;;1;;;8.8313255633;11.315465393;12;0.7804650765;0.7804650765
4;170;25;25040;03530001;060454658;25040003;2;1;00131201001;8;2011;2;2;;1;;;2.7456750571;5.7985246219;12;0.4735127013;0.4735127013
4;170;25;25040;03530001;060454658;25040003;2;1;16100100105;6;1992;2;1;;1;;;0.3409291449;0.72;12;0.4735127013;0.4735127013
4;170;25;25040;03570001;060195670;25040002;1;1;16100100110;4;1992;1;1;;1;;;0.4131590755;1.44;12;0.2869160246;0.2869160246
4;170;25;25040;03570001;060455645;25040010;1;2;00129001001;10;2013;1;2;;1;;;0;;12;0.0137872439;0
4;170;25;25040;03570001;060455645;25040010;2;1;00131201001;8;2012;2;2;;1;;;0.2498113908;5.7985246219;12;0.0430818884;0.0430818884
4;170;25;25040;03570001;060455645;25040010;2;1;16100100105;6;1992;2;1;;1;;;0.0310189597;0.72;12;0.0430818884;0.0430818884
4;170;25;25040;03600001;060196745;25040005;1;1;16100100110;4;1992;2;1;;1;;;8.9669453227;1.44;12;6.227045363;6.227045363
4;170;25;25040;03600001;060196745;25040005;1;1;00131201001;7;2013;2;2;;1;;;0;;12;6.227045363;0
4;170;25;25040;03600001;060196745;25040005;1;1;16100100101;4;2012;2;1;;1;;;0;;12;6.227045363;0
4;170;25;25040;03600001;060196745;25040005;1;1;00196103023;8;2013;2;1;;1;;;160.45882949;25.768052123;12;6.227045363;6.227045363
4;170;25;25040;03600001;060460260;25040004;1;1;16100100110;5;1992;1;1;;1;;;0.9118248431;1.44;12;0.6332116966;0.6332116966
4;170;25;25040;03610001;060196728;25040005;1;1;16100100110;4;2012;1;1;;1;;;0;;12;1.2663420658;0
4;170;25;25040;03610001;060459299;25040027;1;1;16100100110;4;2008;1;1;;1;;;0.0891456002;1.44;12;0.0619066668;0.0619066668
4;170;25;25040;03650001;060454169;25040013;1;1;00134301001;10;1992;1;2;;1;;;0.4506515779;2.0794190392;12;0.2167199441;0.2167199441
4;170;25;25040;03650001;060454169;25040013;2;1;16100100105;6;1992;2;1;;1;;;0.1121393984;0.72;12;0.1557491645;0.1557491645
4;170;25;25040;03650001;060454169;25040013;2;1;00131201001;8;2013;2;2;;1;;;0;;12;0.1557491645;0
4;170;25;25040;03660001;060195943;25040002;1;1;16100100110;4;1992;1;1;;1;;;0.5586163626;1.44;12;0.3879280296;0.3879280296
4;170;25;25040;03660001;060196722;25040005;1;1;16100100110;4;1992;1;1;;1;;;0.4828378676;1.44;12;0.3353040747;0.3353040747
4;170;25;25040;03660001;060196722;25040005;2;1;00131201001;6;2013;2;2;;1;;;0;;12;0.3269514556;0
4;170;25;25040;03660001;060196722;25040005;2;1;00131301001;6;1992;2;2;;1;;;1.6982728727;5.194266132;12;0.3269514556;0.3269514556
4;170;25;25040;03670001;060195940;25040002;1;1;16100100110;4;1994;1;1;;1;;;1.4834312961;1.44;12;1.0301606223;1.0301606223
4;170;25;25040;03670001;060454268;25040004;1;1;16100100110;5;1992;1;1;;1;;;0.7655710694;1.44;12;0.531646576;0.531646576
4;170;25;25040;03680001;060193200;25040026;1;1;16100100110;3;1992;1;1;;1;;;1.2004114411;1.44;12;0.8336190563;0.8336190563
4;170;25;25040;03680001;060195945;25040002;1;1;16100100110;4;1992;1;1;;1;;;0.0152636398;1.44;12;0.0105997499;0.0105997499
4;170;25;25040;03680001;060196721;25040028;1;1;16100100110;5;1993;2;1;;1;;;3.1223309944;1.44;12;2.1682854128;2.1682854128
4;170;25;25040;03680001;060196721;25040028;1;1;16100100105;5;1992;2;1;;1;;;1.5611654972;0.72;12;2.1682854128;2.1682854128
4;170;25;25040;03680001;060196721;25040028;2;1;00131201001;7;2011;2;2;;1;;;12.259659204;5.7985246219;12;2.1142721646;2.1142721646
4;170;25;25040;03680001;060196721;25040028;2;1;00131301001;7;1992;2;2;;1;;;10.982092298;5.194266132;12;2.1142721646;2.1142721646
4;170;25;25040;03680001;060196721;25040028;2;1;00132301002;11;1992;2;;;;;;24.431732544;11.555623232;;2.1142721646;2.1142721646
4;170;25;25040;03690001;060193201;25040026;1;1;16100100110;3;1992;1;1;;1;;;0.5102341571;1.44;12;0.3543292758;0.3543292758
4;170;25;25040;03690001;060195948;25040002;1;1;16100100110;4;1992;1;1;;1;;;0.4901655179;1.44;12;0.3403927208;0.3403927208
4;170;25;25040;03690001;060196743;25040005;1;1;16100100110;4;1992;1;1;;1;;;0.0906460922;1.44;12;0.0629486751;0.0629486751
4;170;25;25040;03690001;060458301;25040013;1;1;00134301001;10;1995;1;2;;1;;;0.0812200972;2.0794190392;12;0.0390590332;0.0390590332
4;170;25;25040;03690001;060458301;25040013;2;1;16100100105;6;1992;1;1;;1;;;0.0202106756;0.72;12;0.0280703828;0.0280703828
4;170;25;25040;03695397;060195949;25040002;1;1;16100100110;4;1992;1;1;;1;;;0.53972232;1.44;12;0.3748071667;0.3748071667
4;170;25;25040;03700001;060454253;25040004;1;1;16100100110;5;1993;2;1;;1;;;4.9004428123;1.44;12;3.4030852863;3.4030852863
4;170;25;25040;03700001;060454253;25040004;1;1;16100100105;5;1993;2;1;;1;;;2.4502214061;0.72;12;3.4030852863;3.4030852863
4;170;25;25040;03700001;060454253;25040004;1;1;16100100107;5;1993;2;1;;1;;;3.6753321092;1.08;12;3.4030852863;3.4030852863
4;170;25;25040;03740001;060192355;25040026;1;1;16100100110;4;1992;1;1;;1;;;1.5607113768;1.44;12;1.083827345;1.083827345
4;170;25;25040;03748892;060192356;25040026;1;1;16100100110;4;1993;1;1;;1;;;1.3613673353;1.44;12;0.9453939829;0.9453939829
4;170;25;25040;03780001;060202463;25040017;1;1;16100100110;4;1992;1;1;;1;;;1.4543054803;1.44;12;1.0099343613;1.0099343613
4;170;25;25040;03800001;060460781;25040030;1;2;00124201001;3;2013;2;2;;1;;;6.1621964393;11.315465393;12;0.5445817936;0.5445817936
4;170;25;25040;03800001;060460781;25040030;1;2;00123401001;3;2013;2;2;1;;;;11.070214377;20.32791861;12;0.5445817936;0.5445817936
4;170;25;25040;03800001;060460781;25040030;2;1;00131201001;8;2012;2;2;;1;;;1.915837995;5.7985246219;12;0.3304009416;0.3304009416
4;170;25;25040;03800001;060460781;25040030;2;1;16100100105;6;1992;2;1;;1;;;0.237888678;0.72;12;0.3304009416;0.3304009416
4;170;25;25040;03810001;060459412;25040004;1;1;00131201001;8;2011;2;2;;1;;;2.0773236147;5.7985246219;12;0.3582503741;0.3582503741
4;170;25;25040;03810001;060459412;25040004;1;1;16100100101;5;1997;2;1;;1;;;0.2579402693;0.72;12;0.3582503741;0.3582503741
4;170;25;25040;03870001;060460730;25040015;1;2;00124201001;3;2013;1;2;;1;;;0.321788876;11.315465393;12;0.0284379709;0.0284379709
4;170;25;25040;03870001;060460730;25040015;2;2;00191999049;3;2013;2;2;;1;;;0.0227848828;0.5192874825;12;0.043877204;0.043877204
4;170;25;25040;03870001;060460730;25040015;2;2;00191999065;3;2013;2;2;;1;;;0.0250219096;0.5702712872;12;0.043877204;0.043877204
4;170;25;25040;03870001;060460730;25040015;3;1;16100100105;5;1992;1;1;;1;;;0.0124225073;0.72;12;0.0172534824;0.0172534824
4;170;25;25040;03880001;060454244;25040004;1;1;16100100107;4;1992;2;1;;1;;;6.1557303677;1.08;12;5.6997503405;5.6997503405
4;170;25;25040;03880001;060454244;25040004;1;1;00131201001;6;2011;2;2;;1;;;33.050142688;5.7985246219;12;5.6997503405;5.6997503405
4;170;25;25040;03880001;060454244;25040004;1;1;16100100101;4;1993;2;1;;1;;;4.1038202452;0.72;12;5.6997503405;5.6997503405
4;170;25;25040;03883781;060460133;25040010;1;1;00196103084;10;2012;2;;;;;;16.507330614;25.541210242;;0.646301818;0.646301818
4;170;25;25040;03883781;060460133;25040010;1;1;00196103005;10;2012;2;1;;1;;;14.302296129;22.129438182;12;0.646301818;0.646301818
4;170;25;25040;03883781;060460133;25040010;2;1;00131301001;8;1992;2;2;;1;;;0.9481840122;5.194266132;12;0.1825443649;0.1825443649
4;170;25;25040;03883781;060460133;25040010;2;1;00131601001;11;2004;2;2;;1;;;0.5747686509;3.1486518423;12;0.1825443649;0.1825443649
4;170;25;25040;03883781;060460133;25040010;3;1;00131201001;8;2012;2;2;;1;;;0.7606988891;5.7985246219;12;0.131188352;0.131188352
4;170;25;25040;03883781;060460133;25040010;3;1;16100100105;6;1992;2;1;;1;;;0.0944556134;0.72;12;0.131188352;0.131188352
4;170;25;25040;03890001;060458311;25040010;1;1;00196103083;10;2010;2;1;;1;;;23.158619543;26.593511159;12;0.8708372281;0.8708372281
4;170;25;25040;03890001;060458311;25040010;1;1;00196103084;10;2013;2;;;;;;19.81685887;22.756099798;;0.8708372281;0.8708372281
4;170;25;25040;03930001;060454198;25040010;1;1;16100100105;6;1992;2;1;;1;;;0.1133590341;0.72;12;0.157443103;0.157443103
4;170;25;25040;03930001;060454198;25040010;1;1;00131201001;8;2012;2;2;;1;;;0.912937709;5.7985246219;12;0.157443103;0.157443103
4;170;25;25040;03950001;060460724;25040022;1;2;09999999901;;2013;1;3;;1;;;0.0027529145;0.3522866442;;0.0078144163;0.0078144163
4;170;25;25040;03950001;060460724;25040022;2;2;00129001001;9;2013;1;2;;1;;;0;;12;0.2702145634;0
4;170;25;25040;03950001;060460724;25040022;3;1;00131201001;7;2013;2;2;;1;;;0;;12;0.8443568391;0
4;170;25;25040;03950001;060460724;25040022;3;1;16100100105;5;1993;2;1;;1;;;0.6079369242;0.72;12;0.8443568391;0.8443568391
4;170;25;25040;03970001;060196716;25040023;1;1;16100100110;4;1992;1;1;;1;;;0.5673391034;1.44;12;0.3939854885;0.3939854885
4;170;25;25040;03970001;060460777;25040031;1;1;16100100110;6;1992;1;1;;1;;;1.0697043164;1.44;12;0.7428502197;0.7428502197
4;170;25;25040;03970001;060460777;25040031;2;1;00131201001;8;2012;2;2;;1;;;9.269262513;5.7985246219;12;1.5985553425;1.5985553425
4;170;25;25040;03970001;060460777;25040031;2;1;00131301001;8;1992;2;2;;1;;;8.3033218756;5.194266132;12;1.5985553425;1.5985553425
4;170;25;25040;03970001;060460777;25040031;2;1;00132301002;11;1993;2;;;;;;18.472303253;11.555623232;;1.5985553425;1.5985553425
4;170;25;25040;03972257;060196717;25040023;1;1;00131301001;6;2012;2;2;;1;;;0.8593856182;5.194266132;12;0.1654489001;0.1654489001
4;170;25;25040;03972257;060196717;25040023;1;1;00131201001;6;2013;2;2;;1;;;0;;12;0.1654489001;0
4;170;25;25040;03980001;060203328;25040023;1;1;16100100110;5;1993;1;1;;1;;;1.4255506848;1.44;12;0.9899657533;0.9899657533
4;170;25;25040;03990001;060460772;25040031;1;2;00123502001;11;2013;1;2;;1;;;0;;12;0.2080179478;0
4;170;25;25040;03990001;060460772;25040031;2;1;00131201001;8;1992;2;2;;1;;;3.7690820058;5.7985246219;12;0.650007071;0.650007071
4;170;25;25040;03990001;060460772;25040031;2;1;16100100105;6;1992;2;1;;1;;;0.4680050911;0.72;12;0.650007071;0.650007071
4;170;25;25040;04000001;060460773;25040031;1;1;00131201001;8;1992;2;2;;1;;;0.336373855;5.7985246219;12;0.0580102486;0.0580102486
4;170;25;25040;04030001;060202177;25040017;1;1;16100100110;3;1992;1;1;;1;;;1.5488274518;1.44;12;1.0755746193;1.0755746193
4;170;25;25040;04040001;060196726;25040005;1;1;16100100110;5;1994;1;1;;1;;;1.8133612325;1.44;12;1.2592786337;1.2592786337
4;170;25;25040;04040001;060196726;25040005;2;1;00131201001;7;2012;2;2;;1;;;2.3733077912;5.7985246219;12;0.4092951132;0.4092951132
4;170;25;25040;04040001;060196726;25040005;2;1;00131301001;7;1992;2;2;;1;;;2.1259877442;5.194266132;12;0.4092951132;0.4092951132
4;170;25;25040;04050001;060192951;25040017;1;1;00131901001;9;1994;2;2;;1;;;0.5524210534;1.9974258705;12;0.2765664857;0.2765664857
4;170;25;25040;04050001;060192951;25040017;1;1;00131201001;6;2012;2;2;;1;;;1.6036775769;5.7985246219;12;0.2765664857;0.2765664857
4;170;25;25040;04050001;060192951;25040017;2;1;16100100110;3;2012;1;1;;1;;;0;;12;0.198758814;0
4;170;25;25040;04080001;060195915;25040017;1;1;16100100110;5;1992;1;1;;1;;;0.391380311;1.44;12;0.2717918827;0.2717918827
4;170;25;25040;04100001;060459400;25040004;1;1;16100100110;5;2013;2;1;;1;;;0;;12;2.0556514922;0
4;170;25;25040;04100001;060459400;25040004;1;1;00196104060;4;1988;2;;;;;;8.3741884041;4.0737393648;;2.0556514922;2.0556514922
4;170;25;25040;04100001;060460735;25040015;1;2;00124201001;6;2013;1;2;;;1;;21.103581925;10.991448919;10;1.92;1.92
4;170;25;25040;04100001;060460735;25040015;1;2;00129001001;2;2013;1;2;;;1;;7.3731010371;3.8401567902;10;1.92;1.92
4;170;25;25040;04100101;060195666;25040002;1;1;00132401001;10;1992;2;;;;;;27.313637895;14.959115146;;1.8258859317;1.8258859317
4;170;25;25040;04120001;060457143;25040031;1;1;16100100110;6;1993;2;1;;1;;;3.0224886774;1.44;12;2.0989504704;2.0989504704
4;170;25;25040;04120001;060457143;25040031;1;1;00196104060;4;1988;2;;;;;;8.7928587605;4.1891692465;;2.0989504704;2.0989504704
4;170;25;25040;04160001;060454229;25040004;1;1;16100100110;6;1992;1;1;;1;;;0.9451434282;1.44;12;0.6563496029;0.6563496029
4;170;25;25040;04200001;060459363;25040027;1;1;16100100110;5;2008;2;1;;1;;;1.935280867;1.44;12;1.3439450465;1.3439450465
4;170;25;25040;04200001;060459363;25040027;1;1;00132301002;10;1993;2;;;;;;15.530122602;11.555623232;;1.3439450465;1.3439450465
4;170;25;25040;04210001;060202971;25040015;1;1;00196103084;9;2011;2;;;;;;64.161940122;24.543684199;;2.6141935172;2.6141935172
4;170;25;25040;04210001;060202971;25040015;1;1;00196103023;8;2013;2;1;;1;;;67.202613598;25.706824363;12;2.6141935172;2.6141935172
4;170;25;25040;04210001;060457113;25040022;1;1;00196103023;9;2013;2;1;;1;;;58.441477162;24.004543268;12;2.4346006716;2.4346006716
4;170;25;25040;04210001;060457113;25040022;1;1;00196103084;9;2011;2;;;;;;59.664890713;24.507054241;;2.4346006716;2.4346006716
4;170;25;25040;04220001;060461198;25040025;1;1;16100100110;6;1994;2;1;;1;;;4.7038654397;1.44;12;3.266573222;3.266573222
4;170;25;25040;04220001;060461198;25040025;1;1;16100100105;6;1993;2;1;;1;;;2.3519327198;0.72;12;3.266573222;3.266573222
4;170;25;25040;04220001;060461198;25040025;1;1;16100100107;6;1993;2;1;;1;;;3.5278990798;1.08;12;3.266573222;3.266573222
4;170;25;25040;04220001;060461198;25040025;2;2;00123102001;12;2013;1;2;;1;;;0;;12;0.0361732343;0
4;170;25;25040;04220001;060461198;25040025;3;1;16100100110;6;1993;1;1;;1;;;0.1627672803;1.44;12;0.1130328335;0.1130328335
4;170;25;25040;04240001;060461202;25040025;1;1;16100100110;6;1992;1;1;;1;;;1.1669806102;1.44;12;0.8104032016;0.8104032016
4;170;25;25040;04240001;060461202;25040025;2;1;00131201001;8;2012;2;2;;1;;;4.5820845402;5.7985246219;12;0.7902155874;0.7902155874
4;170;25;25040;04240001;060461202;25040025;2;1;00131301001;8;1992;2;2;;1;;;4.1045900626;5.194266132;12;0.7902155874;0.7902155874
4;170;25;25040;04270001;060459461;25040004;1;1;00131301001;8;1993;2;2;;1;;;0.4653055194;5.194266132;12;0.0895806082;0.0895806082
4;170;25;25040;04270001;060459461;25040004;1;1;00131201001;8;1992;2;2;;1;;;0.5194353625;5.7985246219;12;0.0895806082;0.0895806082
4;170;25;25040;04280001;060454844;25040030;1;1;00131201001;8;2013;2;2;;1;;;0;;12;0.3073036106;0
4;170;25;25040;04280001;060454844;25040030;1;1;00131301001;8;1992;2;2;;1;;;1.5962167369;5.194266132;12;0.3073036106;0.3073036106
4;170;25;25040;04300001;060457146;25040001;1;1;00131301001;8;1992;2;2;;1;;;9.7966358304;5.194266132;12;1.8860481118;1.8860481118
4;170;25;25040;04300001;060457146;25040001;1;1;00132301002;11;1992;2;;;;;;21.794461377;11.555623232;;1.8860481118;1.8860481118
4;170;25;25040;04300001;060457146;25040001;1;1;00131201001;8;1992;2;2;;1;;;10.936296414;5.7985246219;12;1.8860481118;1.8860481118
4;170;25;25040;04300001;060461193;25040031;1;1;16100100110;6;1992;1;1;;1;;;1.8915731287;1.44;12;1.3135924505;1.3135924505
4;170;25;25040;04300001;060461193;25040031;2;1;00131201001;8;2011;2;2;;1;;;6.7905433714;5.7985246219;12;1.1710812343;1.1710812343
4;170;25;25040;04300001;060461193;25040031;2;1;00131301001;8;1992;2;2;;1;;;6.0829075931;5.194266132;12;1.1710812343;1.1710812343
4;170;25;25040;04320001;060457577;25040027;1;1;00131301001;7;1992;2;2;;1;;;1.2793175599;5.194266132;12;0.2462941881;0.2462941881
4;170;25;25040;04320001;060457577;25040027;1;1;00132201001;10;1994;2;2;;1;;;3.1149117678;12.647118438;12;0.2462941881;0.2462941881
4;170;25;25040;04320001;060457577;25040027;1;2;00159901001;2;2013;2;2;;1;;;1.9525260309;7.9276171551;12;0.2462941881;0.2462941881
4;170;25;25040;04330001;060205196;25040013;1;1;00196103023;8;2013;2;1;;1;;;1.9846803049;26.016956993;12;0.076284106;0.076284106
4;170;25;25040;04370001;060454196;25040010;1;1;00196103005;10;2010;1;1;;1;;;8.8033019295;21.328991137;12;0.412738787;0.412738787
4;170;25;25040;04370001;060457558;25040027;1;1;00132301002;11;1993;1;2;;1;;;0.2710885241;11.555623232;12;0.0234594464;0.0234594464
4;170;25;25040;04373554;060457559;25040027;1;1;09999999903;9;2013;1;9;;1;;;0.1024076316;0.8730609394;12;0.1172972321;0.1172972321
4;170;25;25040;04380001;060454843;25040015;1;2;00129001001;9;2013;1;2;;1;;;0;;12;0.1381853919;0
4;170;25;25040;04380001;060454843;25040015;2;1;00131201001;7;2013;2;2;;1;;;0;;12;0.4317967886;0
4;170;25;25040;04390001;060460749;25040029;1;1;00131201001;8;2012;2;2;;1;;;1.103217816;5.7985246219;12;0.1902583654;0.1902583654
4;170;25;25040;04390001;060460749;25040029;1;1;00131301001;8;1992;2;2;;1;;;0.9882525835;5.194266132;12;0.1902583654;0.1902583654
4;170;25;25040;04410001;060457138;25040029;1;2;00129001001;10;2013;1;2;;1;;;0;;12;0.1323923175;0
4;170;25;25040;04410001;060457138;25040029;2;1;00131201001;8;1993;2;2;;1;;;2.3988194622;5.7985246219;12;0.4136947963;0.4136947963
4;170;25;25040;04410001;060457138;25040029;2;1;16100100105;5;2013;2;1;;1;;;0;;12;0.4136947963;0
4;170;25;25040;04420001;060461205;25040025;1;1;16100100110;6;1993;1;1;;1;;;0.7427217008;1.44;12;0.5157789589;0.5157789589
4;170;25;25040;04430001;060196747;25040005;1;2;09999999901;;2013;1;3;;1;;;0.0042534784;0.3025278326;;0.014059792;0.014059792
