TIPO_REG;PAIS;P_DEPTO;P_MUNIC;UC_UO;ENCUESTA;COD_VEREDA;P_S6P45B;P_S6P45A;P_S6P46;P_S6P47A;P_S6P47B;P_S6P48;P_S6P50;P_S6P51_SP1;P_S6P51_SP2;P_S6P51_SP3;P_S6P53;P_S6P57A;P_S6P59_UNIF;P_S6P60;AREA_SEMBRADA;AREA_COSECHADA
4;170;08;08421;01219384;040073245;08421008;1;2;00112201001;9;2012;2;2;;1;;;0.2380845281;3.308712146;12;0.0719568574;0.0719568574
4;170;08;08421;01219384;040073245;08421008;1;2;00114201001;3;2013;2;1;;1;;;0.0540340745;0.7509232119;12;0.0719568574;0.0719568574
4;170;08;08421;01219384;040073245;08421008;1;2;00159201001;3;2013;2;2;;1;;;0.4995906611;6.942919398;12;0.0719568574;0.0719568574
4;170;08;08421;01219384;040073245;08421008;2;2;00112201002;6;2013;2;2;;1;;;4.5633247639;3.5728839631;12;1.2772104583;1.2772104583
4;170;08;08421;01219384;040073245;08421008;2;2;00112201002;9;2012;2;2;;1;;;4.5236849932;3.5418477541;12;1.2772104583;1.2772104583
4;170;08;08421;01219384;040073245;08421008;2;2;00123502001;7;2013;2;2;;1;;;13.29117856;10.406412251;12;1.2772104583;1.2772104583
4;170;08;08421;01219384;040073245;08421008;2;2;00112201001;6;2013;2;2;;1;;;4.5106621455;3.5316514332;12;1.2772104583;1.2772104583
4;170;08;08421;01219384;040073245;08421008;2;2;00112201001;9;2012;2;2;;1;;;4.1431853984;3.2439331917;12;1.2772104583;1.2772104583
4;170;08;08421;01239607;040073426;08421009;1;1;00131801001;2;2010;1;2;;1;;;100.6131151;17.022329955;12;5.9106547324;5.9106547324
4;170;08;08421;01239607;040073426;08421009;2;1;00131801001;2;2013;1;2;;1;;;0;;12;5.7582858535;0
4;170;08;08421;01239607;040073426;08421009;3;1;00131801001;2;2013;1;2;;1;;;0;;12;5.7486442813;0
4;170;08;08421;01239607;040073426;08421009;4;1;00131801001;2;2013;1;2;;1;;;0;;12;6.2028601317;0
4;170;08;08421;01239607;040073426;08421009;5;1;00131801001;2;2013;1;2;;1;;;0;;12;6.0960003531;0
4;170;08;08421;01239607;040073426;08421009;6;1;00131801001;2;2010;1;2;;1;;;101.33734678;17.022329955;12;5.9532007102;5.9532007102
4;170;08;08421;01239607;040073426;08421009;7;1;00131801001;2;2010;1;2;;1;;;98.664525158;17.022329955;12;5.7961821572;5.7961821572
4;170;08;08421;01239607;040073426;08421009;8;1;00131801001;2;2011;1;2;;1;;;102.87087679;17.022329955;12;6.0432900236;6.0432900236
4;170;08;08421;01239607;040073426;08421009;9;1;00131801001;2;2010;1;2;;1;;;100.26080294;17.022329955;12;5.8899576736;5.8899576736
4;170;08;08421;01239607;040073426;08421009;10;1;00131801001;2;2011;1;2;;1;;;99.665302431;17.022329955;12;5.8549741837;5.8549741837
4;170;08;08421;01239607;040073426;08421009;11;1;00131801001;2;2012;1;2;;1;;;100.03828535;17.022329955;12;5.876885574;5.876885574
4;170;08;08421;01239607;040073426;08421009;13;1;00131801001;2;2010;1;2;;1;;;96.933275433;17.022329955;12;5.6944775299;5.6944775299
4;170;08;08421;01239607;040073426;08421009;14;1;00131801001;2;2010;1;2;;1;;;104.45635692;17.022329955;12;6.1364312167;6.1364312167
4;170;08;08421;01239607;040073426;08421009;15;1;00131801001;2;2010;1;2;;1;;;102.22194653;17.022329955;12;6.0051677298;6.0051677298
4;170;08;08421;01239607;040073426;08421009;16;1;00131801001;2;2011;1;2;;1;;;102.13494983;17.022329955;12;6.00005699;6.00005699
4;170;08;08421;01239607;040073426;08421009;18;1;00131801001;2;2011;1;2;;1;;;99.183638075;17.022329955;12;5.8266781538;5.8266781538
4;170;08;08421;01239607;040073426;08421009;19;1;00131801001;2;2013;1;2;;1;;;0;;12;5.6601822543;0
4;170;08;08421;01239607;040073426;08421009;20;1;00131801001;2;2010;1;2;;1;;;98.226642668;17.022329955;12;5.7704581528;5.7704581528
4;170;08;08421;01239607;040073426;08421009;22;1;00131801001;2;2011;1;2;;1;;;99.222161885;17.022329955;12;5.8289412877;5.8289412877
4;170;08;08421;01239607;040073426;08421009;23;1;00131801001;2;2010;1;2;;1;;;97.014692384;17.022329955;12;5.6992604797;5.6992604797
4;170;08;08421;01239607;040073426;08421009;24;1;00131801001;2;2010;1;2;;1;;;99.559945554;17.022329955;12;5.8487848502;5.8487848502
4;170;08;08421;01239607;040073426;08421009;25;1;00131801001;2;2010;1;2;;1;;;102.11775592;17.022329955;12;5.9990469104;5.9990469104
4;170;08;08421;01239607;040073426;08421009;28;1;00131801001;2;2010;1;2;;1;;;104.82481208;17.022329955;12;6.1580766183;6.1580766183
4;170;08;08421;01239607;040073426;08421009;29;1;00131801001;2;2010;1;2;;1;;;95.803144617;17.022329955;12;5.628086453;5.628086453
4;170;08;08421;01239607;040073426;08421009;30;1;00131801001;2;2010;1;2;;1;;;99.652394099;17.022329955;12;5.8542158661;5.8542158661
4;170;08;08421;01239607;040073426;08421009;33;1;00131801001;2;2011;1;2;;1;;;98.732919911;17.022329955;12;5.8002001003;5.8002001003
4;170;08;08421;01239607;040073426;08421009;34;1;00131801001;2;2010;1;2;;1;;;99.318553169;17.022329955;12;5.8346039251;5.8346039251
4;170;08;08421;01239607;040073426;08421009;35;1;00131801001;2;2010;1;2;;1;;;97.416026332;17.022329955;12;5.7228373901;5.7228373901
4;170;08;08421;01239607;040073426;08421009;37;1;00131801001;2;2010;1;2;;1;;;97.293967326;17.022329955;12;5.7156668673;5.7156668673
4;170;08;08421;01239607;040073426;08421009;38;1;00131801001;2;2012;1;2;;1;;;99.556289464;17.022329955;12;5.8485700682;5.8485700682
4;170;08;08421;01239607;040073426;08421009;39;1;00131801001;2;2010;1;2;;1;;;96.310870379;17.022329955;12;5.6579134957;5.6579134957
4;170;08;08421;01239607;040073426;08421009;40;1;00131801001;2;2013;1;2;;1;;;0;;12;6.0737247196;0
4;170;08;08421;01239607;040073426;08421009;41;1;00131801001;2;2011;1;2;;1;;;104.1144747;17.022329955;12;6.1163468793;6.1163468793
4;170;08;08421;01239607;040073426;08421009;43;1;00131801001;2;2011;1;2;;1;;;102.27692994;17.022329955;12;6.0083978052;6.0083978052
4;170;08;08421;01239607;040073426;08421009;44;1;00131801001;2;2011;1;2;;1;;;99.983668762;17.022329955;12;5.8736770482;5.8736770482
4;170;08;08421;01239607;040073426;08421009;46;1;00131801001;2;2012;1;2;;1;;;103.85832732;17.022329955;12;6.1012991519;6.1012991519
4;170;08;08421;01239607;040073426;08421009;47;1;00131801001;2;2013;1;2;;1;;;0;;12;5.7604416821;0
4;170;08;08421;01239607;040073426;08421009;49;1;00131801001;2;2013;1;2;;1;;;0;;12;6.1231298694;0
4;170;08;08421;01239607;040073426;08421009;51;1;00131801001;2;2010;1;2;;1;;;103.33907479;17.022329955;12;6.0707949536;6.0707949536
4;170;08;08421;01239607;040073426;08421009;53;1;00131801001;2;2012;1;2;;1;;;104.48291119;17.022329955;12;6.137991184;6.137991184
4;170;08;08421;01239607;040073426;08421009;54;1;00131801001;2;2010;1;2;;1;;;104.88875089;17.022329955;12;6.1618327909;6.1618327909
4;170;08;08421;01239607;040073426;08421009;55;1;00131801001;2;2010;1;2;;1;;;98.290377259;17.022329955;12;5.7742023284;5.7742023284
4;170;08;08421;01240001;040073034;08421009;1;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5421076124;0
4;170;08;08421;01240001;040073034;08421009;2;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.6043684068;0
4;170;08;08421;01240001;040073034;08421009;3;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5179581108;0
4;170;08;08421;01240001;040073034;08421009;4;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5107992095;0
4;170;08;08421;01240001;040073034;08421009;5;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5207432643;0
4;170;08;08421;01240001;040073034;08421009;6;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5793682533;0
4;170;08;08421;01240001;040073034;08421009;7;1;00196104077;3;1991;1;2;;;1;1;5.7742872635;2.2655275604;6;2.5487605468;2.5487605468
4;170;08;08421;01240001;040073034;08421009;8;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.3965562185;0
4;170;08;08421;01240001;040073034;08421009;9;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.3627469592;0
4;170;08;08421;01240001;040073034;08421009;10;1;00196104077;3;1991;1;2;;;1;1;5.8465841839;2.4261133271;6;2.4098561756;2.4098561756
4;170;08;08421;01240001;040073034;08421009;11;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.3539496292;0
4;170;08;08421;01240001;040073034;08421009;12;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5716366281;0
4;170;08;08421;01240001;040073034;08421009;13;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.4255130129;0
4;170;08;08421;01240001;040073034;08421009;14;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.3900244727;0
4;170;08;08421;01240001;040073034;08421009;15;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5640383483;0
4;170;08;08421;01240001;040073034;08421009;16;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.4133313847;0
4;170;08;08421;01240001;040073034;08421009;17;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.3799586;0
4;170;08;08421;01240001;040073034;08421009;18;1;00196104054;3;1991;1;2;;;1;1;0;;6;2.5412369729;0
4;170;08;08421;01251078;040073196;08421006;1;2;00112201001;9;2013;1;2;;1;;;0;;12;16.147142782;0
4;170;08;08421;01251078;040073196;08421006;1;2;00112201001;12;2012;1;2;;1;;;56.283039792;3.4856346136;12;16.147142782;16.147142782
4;170;08;08421;01251078;040073196;08421006;7001;2;00112201001;12;2012;1;2;;1;;;51.025116569;3.1600090033;12;16.147142782;16.147142782
4;170;08;08421;01259191;040073190;08421006;1;2;00112201001;6;2013;2;2;;1;;;2.4919049915;3.4144248132;12;0.7298169173;0.7298169173
4;170;08;08421;01259191;040073190;08421006;1;2;00112201001;9;2012;2;2;;1;;;2.5933385534;3.5534097552;12;0.7298169173;0.7298169173
4;170;08;08421;01259191;040073190;08421006;1;1;00131301001;8;2009;2;2;;;1;;3.1137685383;4.2665063861;7;0.7298169173;0.7298169173
4;170;08;08421;01259191;040073190;08421006;1;2;00159301001;12;2013;2;2;;1;;;0;;12;0.7298169173;0
4;170;08;08421;01259191;040073190;08421006;2;2;00112201001;6;2013;2;2;;1;;;1.1151813804;3.3713605622;12;0.3307808109;0.3307808109
4;170;08;08421;01259191;040073190;08421006;2;2;00112201001;9;2012;2;2;;1;;;1.1238700393;3.3976276809;12;0.3307808109;0.3307808109
4;170;08;08421;01259191;040073190;08421006;2;2;00112201002;9;2012;2;2;;1;;;1.0227832805;3.0920272487;12;0.3307808109;0.3307808109
4;170;08;08421;01259191;040073190;08421006;2;2;00112201002;6;2013;2;2;;1;;;1.2110784135;3.6612716754;12;0.3307808109;0.3307808109
4;170;08;08421;01270001;040072712;08421008;1;2;00112201001;6;2013;2;2;;1;;;6.6508724155;3.110316807;12;2.1383263597;2.1383263597
4;170;08;08421;01270001;040072712;08421008;1;2;00112201001;9;2012;2;2;;1;;;6.9080091552;3.2305682077;12;2.1383263597;2.1383263597
4;170;08;08421;01270001;040072712;08421008;1;1;00131301001;5;1992;2;2;;;1;;9.1231830693;4.2665063861;6;2.1383263597;2.1383263597
4;170;08;08421;01270001;040072712;08421008;1;1;00132201001;1;1992;2;;;;;;29.714508435;13.896152147;;2.1383263597;2.1383263597
4;170;08;08421;01270001;040072712;08421008;2;2;00112201001;6;2013;2;2;;1;;;3.2599196479;3.3636168898;12;0.9691709117;0.9691709117
4;170;08;08421;01270001;040072712;08421008;2;2;00112201001;9;2012;2;2;;1;;;2.9620846327;3.0563078161;12;0.9691709117;0.9691709117
4;170;08;08421;01270001;040072712;08421008;2;2;00112201002;9;2012;2;2;;1;;;2.9133955778;3.0060699743;12;0.9691709117;0.9691709117
4;170;08;08421;01270001;040072712;08421008;2;2;00112201002;6;2013;2;2;;1;;;3.2733730753;3.3774982675;12;0.9691709117;0.9691709117
4;170;08;08421;01270001;040072712;08421008;2;2;00123502001;7;2013;2;2;;1;;;10.08059414;10.40125536;12;0.9691709117;0.9691709117
4;170;08;08421;01295493;040073108;08421006;1;1;00131301001;8;2007;1;2;;;1;;67.258253872;4.2665063861;3;15.764245447;15.764245447
4;170;08;08421;01295493;040073108;08421006;2;1;00131801001;12;2013;2;2;;1;;;0;;12;7.1449561773;0
4;170;08;08421;01295493;040073108;08421006;2;1;00131701001;10;2013;2;2;;1;;;0;;12;7.1449561773;0
4;170;08;08421;01295493;040073108;08421006;2;2;00112201002;6;2013;2;2;;1;;;23.918276636;3.3475749946;12;7.1449561773;7.1449561773
4;170;08;08421;01295493;040073108;08421006;2;2;00112201002;9;2012;2;2;;1;;;25.248419294;3.5337402592;12;7.1449561773;7.1449561773
4;170;08;08421;01295493;040073108;08421006;2;2;00112201001;6;2013;2;2;;1;;;25.288945452;3.5394122545;12;7.1449561773;7.1449561773
4;170;08;08421;01295493;040073108;08421006;2;2;00112201001;9;2012;2;2;;1;;;23.285429952;3.2590024871;12;7.1449561773;7.1449561773
4;170;08;08421;01300001;040072858;08421006;1;2;00112201001;6;2013;2;2;;1;;;4.3550878517;3.0848000593;12;1.4117893439;1.4117893439
4;170;08;08421;01300001;040072858;08421006;1;2;00112201001;9;2012;2;2;;1;;;4.2294535877;2.9958106753;12;1.4117893439;1.4117893439
4;170;08;08421;01300001;040072858;08421006;1;2;00123502001;7;2013;2;2;;1;;;14.593345578;10.336772721;12;1.4117893439;1.4117893439
4;170;08;08421;01300001;040072858;08421006;1;1;00131301001;5;2009;2;2;;;1;;6.0234082516;4.2665063861;7;1.4117893439;1.4117893439
4;170;08;08421;01300001;040072858;08421006;2;2;00112201002;6;2013;2;2;;1;;;2.1227202188;3.3173895764;12;0.6398766771;0.6398766771
4;170;08;08421;01300001;040072858;08421006;2;2;00112201002;9;2012;2;2;;1;;;1.9508438135;3.0487809343;12;0.6398766771;0.6398766771
4;170;08;08421;01300001;040072858;08421006;2;2;00112201001;6;2013;2;2;;1;;;2.1889387449;3.4208759645;12;0.6398766771;0.6398766771
4;170;08;08421;01300001;040072858;08421006;2;2;00112201001;9;2012;2;2;;1;;;2.0241798891;3.1633906368;12;0.6398766771;0.6398766771
4;170;08;08421;01309857;040072861;08421006;1;2;00112201001;6;2013;2;2;;1;;;13.535422742;3.3794988947;12;4.00515673;4.00515673
4;170;08;08421;01309857;040072861;08421006;1;2;00112201001;9;2012;2;2;;1;;;12.917128807;3.2251244279;12;4.00515673;4.00515673
4;170;08;08421;01309857;040072861;08421006;1;2;00112201002;6;2013;2;2;;1;;;12.839765073;3.2058083963;12;4.00515673;4.00515673
4;170;08;08421;01309857;040072861;08421006;1;2;00112201002;9;2012;2;2;;1;;;13.194412005;3.2943559753;12;4.00515673;4.00515673
4;170;08;08421;01309857;040072861;08421006;1;1;00131301001;9;2009;2;2;;;1;;17.088026766;4.2665063861;6;4.00515673;4.00515673
4;170;08;08421;01309857;040072861;08421006;2;1;00131701001;10;2012;2;2;;1;;;41.552607184;22.890347277;12;1.8152895053;1.8152895053
4;170;08;08421;01309857;040072861;08421006;2;2;00112201002;9;2012;2;2;;1;;;6.1669085064;3.3972038556;12;1.8152895053;1.8152895053
4;170;08;08421;01309857;040072861;08421006;2;2;00112201002;6;2013;2;2;;1;;;5.8393198407;3.2167430174;12;1.8152895053;1.8152895053
4;170;08;08421;01309857;040072861;08421006;2;2;00112201001;6;2013;2;2;;1;;;6.5029148816;3.5823018106;12;1.8152895053;1.8152895053
4;170;08;08421;01309857;040072861;08421006;2;2;00112201001;9;2012;2;2;;1;;;6.064553126;3.3408187004;12;1.8152895053;1.8152895053
4;170;08;08421;01410001;040073258;08421005;1;2;00112201001;6;2013;2;2;;1;;;4.6458095231;3.3041921435;12;1.4060349161;1.4060349161
4;170;08;08421;01410001;040073258;08421005;1;2;00112201001;9;2012;2;2;;1;;;4.9878138472;3.5474324217;12;1.4060349161;1.4060349161
4;170;08;08421;01410001;040073258;08421005;1;2;00123502001;7;2013;2;2;;1;;;13.164753289;9.3630344016;12;1.4060349161;1.4060349161
4;170;08;08421;01410001;040073258;08421005;1;1;00131301001;11;1992;2;2;;;1;;5.9988569485;4.2665063861;12;1.4060349161;1.4060349161
4;170;08;08421;01410001;040073258;08421005;2;1;00191999066;1;2013;1;;;;;;0;;;0.6372685513;0
4;170;08;08421;01420001;040073114;08421006;1;1;00131301001;8;2006;2;2;;;1;;16.028253208;4.2665063861;3;3.7567629712;3.7567629712
4;170;08;08421;01420001;040073114;08421006;1;2;00112201002;9;2012;2;2;;1;;;12.042457973;3.2055410643;12;3.7567629712;3.7567629712
4;170;08;08421;01420001;040073114;08421006;1;2;00112201002;6;2013;2;2;;1;;;14.581045814;3.8812791559;12;3.7567629712;3.7567629712
4;170;08;08421;01420001;040073114;08421006;1;2;00112201001;6;2013;2;2;;1;;;12.067262881;3.2121437987;12;3.7567629712;3.7567629712
4;170;08;08421;01420001;040073114;08421006;1;2;00112201001;9;2012;2;2;;1;;;12.15667666;3.2359445493;12;3.7567629712;3.7567629712
4;170;08;08421;01420001;040073114;08421006;2;2;00112201001;6;2013;2;2;;1;;;5.4461736077;3.1985364582;12;1.7027079975;1.7027079975
4;170;08;08421;01420001;040073114;08421006;2;2;00112201001;9;2012;2;2;;1;;;5.6773585993;3.3343113485;12;1.7027079975;1.7027079975
4;170;08;08421;01420001;040073114;08421006;2;2;00112201002;9;2012;2;2;;1;;;5.3107015214;3.1189737342;12;1.7027079975;1.7027079975
4;170;08;08421;01420001;040073114;08421006;2;2;00112201002;6;2013;2;2;;1;;;6.232409272;3.6602924759;12;1.7027079975;1.7027079975
4;170;08;08421;01420001;040073114;08421006;2;1;00131801001;12;2013;2;2;;1;;;0;;12;1.7027079975;0
4;170;08;08421;01420001;040073114;08421006;2;1;00131701001;10;2012;2;2;;1;;;38.975577374;22.890347277;12;1.7027079975;1.7027079975
4;170;08;08421;01450001;000013415;08421005;1;1;00132201001;1;1992;2;;;;;;21.243514453;13.896152147;;1.5287335824;1.5287335824
4;170;08;08421;01450001;000013415;08421005;1;2;00159201001;3;2013;2;2;;1;;;10.573468066;6.9164883849;12;1.5287335824;1.5287335824
4;170;08;08421;01450001;000013415;08421005;1;2;00112201001;6;2013;2;2;;1;;;5.1251410102;3.3525403441;12;1.5287335824;1.5287335824
4;170;08;08421;01450001;000013415;08421005;1;2;00112201001;9;2012;2;2;;1;;;4.6901156577;3.0679745064;12;1.5287335824;1.5287335824
4;170;08;08421;01480001;040072871;08421006;1;2;00112201001;6;2013;2;2;;1;;;0.4581039906;3.0304794854;12;0.1511655145;0.1511655145
4;170;08;08421;01480001;040072871;08421006;1;2;00112201001;9;2012;2;2;;1;;;0.5395644087;3.569361772;12;0.1511655145;0.1511655145
4;170;08;08421;01480001;040072871;08421006;1;1;00131301001;3;1992;2;2;;;1;;0.644948633;4.2665063861;6;0.1511655145;0.1511655145
4;170;08;08421;01480001;040072871;08421006;2;2;00112201001;6;2013;2;2;;1;;;0.2057750228;3.0034025879;12;0.068513966;0.068513966
4;170;08;08421;01480001;040072871;08421006;2;2;00112201001;9;2012;2;2;;1;;;0.209001124;3.0504893555;12;0.068513966;0.068513966
4;170;08;08421;01480001;040072871;08421006;2;2;00112201002;6;2013;2;2;;1;;;0.2167494087;3.1635799434;12;0.068513966;0.068513966
4;170;08;08421;01480001;040072871;08421006;2;2;00112201002;9;2012;2;2;;1;;;0.2326623821;3.395838771;12;0.068513966;0.068513966
4;170;08;08421;01500001;040073210;08421010;1;2;00123502001;7;2013;2;2;;1;;;12.166679778;10.252360076;12;1.1867199053;1.1867199053
4;170;08;08421;01500001;040073210;08421010;1;2;00112201001;6;2013;2;2;;1;;;3.9302859861;3.3118901677;12;1.1867199053;1.1867199053
4;170;08;08421;01500001;040073210;08421010;1;2;00112201001;9;2012;2;2;;1;;;4.132501111;3.4822885271;12;1.1867199053;1.1867199053
4;170;08;08421;01500001;040073210;08421010;1;1;00131301001;2;2000;2;2;;;1;;5.0631480544;4.2665063861;12;1.1867199053;1.1867199053
4;170;08;08421;01500001;040073210;08421010;2;2;00112201001;6;2013;2;2;;1;;;1.8269670461;3.3966915087;12;0.5378666392;0.5378666392
4;170;08;08421;01500001;040073210;08421010;2;2;00112201001;9;2012;2;2;;1;;;1.96341453;3.6503742507;12;0.5378666392;0.5378666392
4;170;08;08421;01500001;040073210;08421010;2;2;00112201002;6;2013;2;2;;1;;;1.773525402;3.2973329685;12;0.5378666392;0.5378666392
4;170;08;08421;01500001;040073210;08421010;2;2;00112201002;9;2012;2;2;;1;;;1.766831594;3.2848878612;12;0.5378666392;0.5378666392
4;170;08;08421;01520001;000019750;08421006;1;1;00131916001;2;2013;1;2;;1;;;0;;12;0.0112154734;0
4;170;08;08421;01520001;000019750;08421006;2;2;00112201002;9;2012;1;2;;1;;;0.062500486;3.232191333;12;0.0193368769;0.0193368769
4;170;08;08421;01520001;000019750;08421006;2;2;00112201002;6;2013;1;2;;1;;;0.0604506697;3.1261857807;12;0.0193368769;0.0193368769
4;170;08;08421;01520001;040072713;08421006;1;1;00131601001;2;1999;2;2;;1;;;5.6519495268;3.1024814827;12;1.8217512525;1.8217512525
4;170;08;08421;01520001;040072713;08421006;1;1;00132201001;1;1994;2;;;;;;25.315332579;13.896152147;;1.8217512525;1.8217512525
4;170;08;08421;01520001;040072713;08421006;2;1;00131801001;12;2013;2;2;;1;;;0;;12;3.1409266789;0
4;170;08;08421;01520001;040072713;08421006;2;1;00131701001;10;2012;2;2;;1;;;71.896902451;22.890347277;12;3.1409266789;3.1409266789
4;170;08;08421;01520001;040072713;08421006;2;2;00112201002;6;2013;2;2;;1;;;10.822325594;3.4455836447;12;3.1409266789;3.1409266789
4;170;08;08421;01520001;040072713;08421006;2;2;00112201002;9;2012;2;2;;1;;;9.6659090049;3.0774067634;12;3.1409266789;3.1409266789
4;170;08;08421;01520001;040072713;08421006;2;2;00112201001;6;2013;2;2;;1;;;10.778071257;3.4314940649;12;3.1409266789;3.1409266789
4;170;08;08421;01520001;040072713;08421006;2;2;00112201001;9;2012;2;2;;1;;;10.636114536;3.3862982564;12;3.1409266789;3.1409266789
4;170;08;08421;01540001;040072881;08421006;1;2;00112201001;6;2013;2;2;;1;;;10.700637654;3.1788260897;12;3.3662230496;3.3662230496
4;170;08;08421;01540001;040072881;08421006;1;2;00112201001;9;2012;2;2;;1;;;11.609334802;3.4487717037;12;3.3662230496;3.3662230496
4;170;08;08421;01540001;040072881;08421006;1;1;00131301001;8;2003;2;2;;;1;;14.362012138;4.2665063861;6;3.3662230496;3.3662230496
4;170;08;08421;01540001;040072881;08421006;1;1;00131701001;10;2013;2;2;;1;;;0;;12;3.3662230496;0
4;170;08;08421;01540001;040072881;08421006;1;1;00131801001;12;2013;2;2;;1;;;0;;12;3.3662230496;0
4;170;08;08421;01540001;040072881;08421006;2;1;00132201001;1;1992;2;;;;;;21.201365408;13.896152147;;1.5257004373;1.5257004373
4;170;08;08421;01540001;040072881;08421006;2;2;00112201001;6;2013;2;2;;1;;;5.3093569695;3.479947203;12;1.5257004373;1.5257004373
4;170;08;08421;01540001;040072881;08421006;2;2;00112201001;9;2012;2;2;;1;;;5.211934824;3.4160931573;12;1.5257004373;1.5257004373
4;170;08;08421;01540001;040072881;08421006;2;2;00112201002;6;2013;2;2;;1;;;4.5093490773;2.9555927015;12;1.5257004373;1.5257004373
4;170;08;08421;01540001;040072881;08421006;2;2;00112201002;9;2012;2;2;;1;;;5.4565544249;3.5764258117;12;1.5257004373;1.5257004373
4;170;08;08421;01550001;040072715;08421006;1;2;00112201002;6;2013;2;2;;1;;;14.458985965;3.1631026362;12;4.5711403099;4.5711403099
4;170;08;08421;01550001;040072715;08421006;1;2;00112201002;9;2012;2;2;;1;;;15.776213851;3.4512644071;12;4.5711403099;4.5711403099
4;170;08;08421;01550001;040072715;08421006;1;2;00112201001;6;2013;2;2;;1;;;14.677380298;3.2108794092;12;4.5711403099;4.5711403099
4;170;08;08421;01550001;040072715;08421006;1;2;00112201001;9;2012;2;2;;1;;;16.259332391;3.5569532522;12;4.5711403099;4.5711403099
4;170;08;08421;01550001;040072715;08421006;1;1;00131301001;3;2000;2;2;;;1;;19.502799324;4.2665063861;6;4.5711403099;4.5711403099
4;170;08;08421;01550001;040072715;08421006;2;1;00131701001;10;2012;2;2;;1;;;47.424560506;22.890347277;12;2.0718148106;2.0718148106
4;170;08;08421;01550001;040072715;08421006;2;2;00112201001;6;2013;2;2;;1;;;7.2498804331;3.4992897995;12;2.0718148106;2.0718148106
4;170;08;08421;01550001;040072715;08421006;2;2;00112201001;9;2012;2;2;;1;;;6.5694525994;3.1708686346;12;2.0718148106;2.0718148106
4;170;08;08421;01550001;040072715;08421006;2;2;00112201002;9;2012;2;2;;1;;;6.1138621016;2.9509693967;12;2.0718148106;2.0718148106
4;170;08;08421;01550001;040072715;08421006;2;2;00112201002;6;2013;2;2;;1;;;6.3386972528;3.0594902694;12;2.0718148106;2.0718148106
4;170;08;08421;01640001;040073036;08421009;1;2;00159201001;11;2013;1;2;;1;;;0;;12;1.0607352523;0
4;170;08;08421;01640001;040073036;08421009;1;2;00159201001;11;2012;1;2;;1;;;23.070991737;21.75;12;1.0607352523;1.0607352523
4;170;08;08421;01640001;040073036;08421009;2;2;00159201001;11;2013;1;2;;1;;;0;;12;0.9803073135;0
4;170;08;08421;01640001;040073036;08421009;2;2;00159201001;11;2012;1;2;;1;;;21.321684069;21.75;12;0.9803073135;0.9803073135
4;170;08;08421;01640001;040073036;08421009;3;2;00159201001;11;2013;1;2;;1;;;0;;12;1.0360892506;0
4;170;08;08421;01640001;040073036;08421009;3;2;00159201001;11;2012;1;2;;1;;;22.534941202;21.75;12;1.0360892506;1.0360892506
4;170;08;08421;01640001;040073036;08421009;4;2;00159201001;11;2013;1;2;;1;;;0;;12;1.0030806648;0
4;170;08;08421;01640001;040073036;08421009;4;2;00159201001;11;2012;1;2;;1;;;21.81700446;21.75;12;1.0030806648;1.0030806648
4;170;08;08421;01640001;040073036;08421009;5;2;00159201001;11;2013;1;2;;1;;;0;;12;1.0115442139;0
4;170;08;08421;01640001;040073036;08421009;5;2;00159201001;11;2012;1;2;;1;;;22.001086652;21.75;12;1.0115442139;1.0115442139
4;170;08;08421;01640001;040073036;08421009;6;2;00159201001;11;2013;1;2;;1;;;0;;12;0.9906177226;0
4;170;08;08421;01640001;040073036;08421009;6;2;00159201001;11;2012;1;2;;1;;;21.545935467;21.75;12;0.9906177226;0.9906177226
4;170;08;08421;01640001;040073036;08421009;7;2;00159201001;11;2013;1;2;;1;;;0;;12;1.0332862234;0
4;170;08;08421;01640001;040073036;08421009;7;2;00159201001;11;2012;1;2;;1;;;22.473975358;21.75;12;1.0332862234;1.0332862234
4;170;08;08421;01640001;040073036;08421009;8;2;00159201001;11;2013;1;2;;1;;;0;;12;1.0596446161;0
4;170;08;08421;01640001;040073036;08421009;8;2;00159201001;11;2012;1;2;;1;;;23.047270401;21.75;12;1.0596446161;1.0596446161
4;170;08;08421;01640001;040073036;08421009;9;2;00159201001;11;2013;1;2;;1;;;0;;12;1.0388758347;0
4;170;08;08421;01640001;040073036;08421009;9;2;00159201001;11;2012;1;2;;1;;;22.595549404;21.75;12;1.0388758347;1.0388758347
4;170;08;08421;01640001;040073036;08421009;10;2;00159201001;11;2013;1;2;;1;;;0;;12;0.9928301567;0
