TIPO_REG;PAIS;P_DEPTO;P_MUNIC;UC_UO;ENCUESTA;COD_VEREDA;COD_PARQUE;PRED_ETNICA;P_S3P9;P_S3P10;P_S3P11;P_S3P12;P_S3P13;P_S3P14;P_S4P15;P_S4P16;SNH;SNM;SN9;P_S4P21;SJH;SJM;SJ9;S05_TENENCIA;P_S5PAUTOS;P_S6P43;P_S6P44;P_S6P52_SPA02;P_S6P52_SPA04;P_S6P52_SPC20;P_S6P52_SPC21;P_S6P52_SPC22;P_S6P52_SP99;P_S6P61_SP1;P_S6P61_SP2;P_S6P61_SP3;P_S6P61_SP4;P_S6P61_SP5;P_S6P61_SP6;P_S6P61_SP7;P_S6P61_SP8;P_S6P61_SP9;P_S6P61_SP10;P_S6P61_SP11;P_S6P62;P_S6P65;P_S6P66;P_S6P67;P_S6P68;P_S6P69_SP1;P_S6P69_SP2;P_S6P69_SP3;P_S6P69_SP4;P_S6P69_SP5;P_S6P69_SP6;P_S6P69_SP7;P_S6P70_SPA02;P_S6P70_SPA04;P_S6P70_SPC20;P_S6P70_SPC21;P_S6P70_SPC22;P_S6P70_SP99;P_S6P71;P_S6P72;P_S6P76_SP1;P_S6P76_SP2;P_S6P76_SP3;P_S6P76_SP4;P_S6P76_SP5;P_S6P76_SP6;P_S6P76_SP7;P_S6P76_SP8;P_S6P77_SP1;P_S6P77_SP2;P_S6P77_SP3;P_S6P77_SP4;P_S6P77_SP5;P_S6P77_SP6;P_S6P77_SP7;P_S6P77_SP8;P_S6P77_SP9;P_S6P77_SP10;P_S6P77_SP11;P_S7P78;P_S7P79_SP1;P_S7P79_SP2;P_S7P79_SP3;P_S7P79_SP4;P_S7P79_SP5;P_S7P79_SP6;P_S7P80_SP1;P_S7P80_SP2;P_S7P80_SP3;P_S7P80_SP4;P_S7P81_SP101;P_S7P81_SP112;P_S7P81_SP99;P_S7P82;P_S7P83A;P_S7P83B;P_S7P83C;P_S7P83D;P_S7P83E;P_S7P83F;P_S7P84A;P_S7P84B;P_S7P84C;P_S7P84D;P_S7P84E;P_S7P84F;P_S7P85B;P_S7P86;P_S7P87_SP1;P_S7P87_SP2;P_S7P87_SP3;P_S7P87_SP4;P_S7P87_SP5;P_S7P88;P_S7P89A;P_S7P89B;P_S7P89C;P_S7P89D;P_S7P89E;P_S7P89F;P_S7P90;P_S7P91_SP1;P_S7P91_SP2;P_S7P91_SP3;P_S7P91_SP4;P_S7P91_SP5;P_S7P92A;P_S7P92B;P_S7P93A;P_S7P93B;P_S7P94;P_S7P95;P_S7P101;P_S7P102A;P_S7P102B;P_S7P102C;P_S7P102D;P_S7P102E;P_S7P102F;P_S7P102G;P_S7P102H;P_S7P102I;P_S7P102J;P_S7P102K;P_S7P102L;P_S7P103_SP1;P_S7P103_SP2;P_S7P103_SP3;P_S7P103_SP4;P_S7P103_SP5;P_S7P104;P_S7P105;P_S7P106A;P_S7P106B;P_S7P106C;P_S7P106D;P_S7P106E;P_S7P106F;P_S7P106G;P_S7P106H;P_S7P106I;P_S7P106J;P_S7P106K;P_S7P106L;P_S7P106M;P_S7P106N;P_S7P106O;P_S7P106P;P_S7P106Q;P_S7P106R;P_S7P106S;P_S7P106T;P_S8P107;P_S8P108_SP1;P_S8P108_SP2;P_S8P108_SP3;P_S8P108_SP4;P_S8P108_SP5;P_S8P108_SP6;P_S8P109;P_S8P110;P_S8P111_SP1;P_S8P111_SP2;P_S8P111_SP3;P_S8P111_SP4;P_S8P112_SP1;P_S8P112_SP2;P_S8P112_SP3;P_S8P112_SP4;P_S8P112_SP5;P_S8P112_SP6;P_S8P112_SP7;P_S8P112_SP8;P_S8P112_SP9;P_S8P112_SP10;P_S8P112_SP11;P_S8P112_SP12;P_S8P112_SP13;P_S8P112_SP14;P_S8P112_SP15;P_S8P112_SP16;P_S8P112_SP17;P_S8P112_SP18;P_S8P113;P_S8P113A;P_S9P117;P_S10P121;P_S11P124_SP1;P_S11P124_SP2;P_S11P124_SP3;P_S11P124_SP4;P_S11P124_SP5;P_S11P124_SP6;P_S11P124_SP7;P_S11P124_SP8;P_S11P124_SP9;P_S11P124_SP10;P_S11P124_SP11;P_S11P125_SP1;P_S11P125_SP2;P_S11P125_SP3;P_S11P125_SP4;P_S11P125_SP5;P_S11P125_SP6;P_S11P125_SP7;P_S11P125_SP8;P_S11P125_SP9;P_S11P125_SP10;P_S11P125_SP11;P_S11P125_SP12;P_S11P126_SP1;P_S11P126_SP2;P_S11P126_SP3;P_S11P126_SP4;P_S11P126_SP5;P_S11P126_SP6;P_S11P126_SP7;P_S11P126_SP8;P_S11P126_SP9;P_S11P127_SP1;P_S11P127_SP2;P_S11P127_SP3;P_S11P127_SP4;P_S11P127_SP5;P_S11P127_SP6;P_S11P127_SP7;P_S11P127_SP8;P_S11P127_SP9;P_S11P127_SP10;P_S11P127_SP11;P_S11P128;P_S11P129_SP1;P_S11P129_SP2;P_S11P129_SP3;P_S11P129_SP4;P_S11P129_SP5;P_S11P129_SP6;P_S11P129_SP7;P_S11P129_SP8;P_S11P129_SP9;P_S11P129_SP10;P_S11P130_SP1;P_S11P130_SP2;P_S11P130_SP3;P_S11P131_SP1;P_S11P131_SP2;P_S11P131_SP3;P_S11P131_SP4;P_S11P131_SP5;P_S11P131_SP6;P_S11P131_SP7;P_S11P131_SP8;P_S11P131_SP9;P_S11P131_SP10;P_S11P131_SP11;P_S11P131_SP12;P_S11P131_SP13;P_S11P131_SP14;P_S11P131_SP15;P_S11P132_SP1;P_S11P132_SP2;P_S11P132_SP3;P_S11P132_SP4;P_S11P132_SP5;P_S11P133_SP1;P_S11P133_SP2;P_S11P133_SP3;P_S11P133_SP4;P_S11P133_SP5;P_S11P133_SP6;P_S11P133_SP7;P_S11P133_SP8;P_S11P133_SP9;P_S11P133_SP10;P_S11P134_SP1;P_S11P134_SP2;P_S11P134_SP3;P_S11P134_SP4;P_S11P134_SP5;P_S11P134_SP6;P_S11P134_SP7;P_S11P135;P_S11P135A_SP1;P_S11P135B1;P_S11P135C1;P_S11P135A_SP2;P_S11P135B2;P_S11P135C2;P_S11P135A_SP3;P_S11P135B3;P_S11P135C3;P_S11P135A_SP4;P_S11P135B4;P_S11P135C4;P_S11P135A_SP5;P_S11P135B5;P_S11P135C5;P_S11P135A_SP6;P_S11P135B6;P_S11P135C6;P_S11P135A_SP7;P_S11P135B7;P_S11P135C7;P_S11P135A_SP8;P_S11P135B8;P_S11P135C8;P_S11P135A_SP9;P_S11P135B9;P_S11P135C9;P_S11P135A_SP10;P_S11P135B10;P_S11P135C10;P_S11P135A_SP11;P_S11P136;P_S11P136A;P_S11P136B_SP1;P_S11P136B_SP2;P_S11P136B_SP3;P_S11P136B_SP4;P_S11P136B_SP5;P_S11P136B_SP6;P_S11P136B_SP7;P_S11P136B_SP8;P_S11P137_SP1;P_S11P137_SP2;P_S11P137_SP3;P_S11P137_SP4;P_S11P137_SP5;P_S11P137_SP6;P_S11P137_SP7;P_S11P137_SP8;P_S11P137_SP10;P_S11P137_SP11;P_S11P138;P_S11P138A;P_S11P138B;P_S11P139;P_S11P139A;P_S11P139B;P_S11P140;P_S11P141;P_S12P142;P_S12P143;P_S12P144;P_S12P145;P_S12P146;P_S12P147;P_S12P148;P_S12P149;P_S12P150A;P_S15P158;P_S15P158A;P_S15P158B;TIPO_UC
1;170;08;08606;03738059;040081592;08606010;;6;2;1;1;1;2;2;1;1;1;;;;;;;7;4946.8936446;2;2;;;;;;;;;;;;;;;;;;1;1;3467.5511936;2;0;;;;;;;;;;;;;;;2;;1;;;;;;;1;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;1;;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;3467.5511936;0;0;594.3840743;884.95837665;0;0;0;4946.8936446;0;0;0;1
1;170;08;08606;03738784;040081594;08606010;;6;2;1;1;1;2;2;1;1;1;;;;;;;7;9893.7872892;2;2;;;;;;;;;;;;;;;;;;1;1;6935.1023873;2;0;;;;;;;;;;;;;;;2;1;1;;;;;;;1;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;1;;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;6935.1023873;0;0;1188.7681486;1769.9167533;0;0;0;9893.7872892;0;0;0;1
1;170;08;08606;03740001;040080393;08606010;;6;1;2;1;1;2;2;1;1;1;;;;;;;1;27563.392704;2;2;;;;;;;;;;;;;;;;;;2;1;19320.705505;2;0;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;1;;;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;19320.705505;0;0;3311.824113;4930.8630859;0;0;0;27563.392704;0;0;0;1
1;170;08;08606;03740001;040081224;08606008;;6;1;2;1;1;2;2;1;1;1;;;;;;;1;126183.64731;2;2;;;;;;;;;;;;;;;;;;2;1;33204.582895;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;1;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;0;1;33204.582895;0;0;70225.813233;22000.521874;0;0;752.72930612;126183.64731;0;0;0;1
1;170;08;08606;03750001;040080353;08606011;;7;1;1;2;1;1;2;1;2;2;;;;;;;99;244491.64972;2;2;;;;;;;;;;;;;;;;;;2;2;0;2;0;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;0;9;0;0;48898.329944;195593.31978;0;0;0;0;244491.64972;0;0;0;1
1;170;08;08606;03750001;040081230;08606008;;6;2;2;1;1;2;2;1;2;1;1;;;;;;1;128635.69984;2;2;;;;;;;;;;;;;;;;;;2;1;25024.871595;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;25024.871595;0;0;80718.589647;22892.2386;0;0;0;128635.69984;0;0;0;1
1;170;08;08606;03760001;040080757;08606007;;6;1;1;1;1;2;2;1;2;2;;;;;;;1;1145759.5464;2;2;;;;;;;;;;;;;;;;;;1;1;634904.01942;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;1;1;0;0;1;1;1;0;;;1;;1;1;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;1;1;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;8;8;0;0;0;0;0;2;634904.01942;0;3374.3983329;306516.65205;200964.47658;0;0;0;1145759.5464;0;0;0;1
1;170;08;08606;03760001;040081233;08606008;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;129931.02447;2;2;;;;;;;;;;;;;;;;;;2;1;25276.86488;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;1;1;1;;;;;;;1;;;1;1;;1;1;0;0;0;1;0;9;0;5;4;0;2;25;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;25276.86488;0;0;81531.40271;23122.756881;0;0;0;129931.02447;0;0;0;1
1;170;08;08606;03770001;040081259;08606008;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;129806.48923;2;2;;;;;;;;;;;;;;;;;;2;1;90988.543321;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;1;;1;;;;;;;;;1;;;;1;;;;1;;;;1;;1;1;0;0;1;0;1;9;0;0;4;5;3;13;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;90988.543321;0;0;15596.63811;23221.307803;0;0;0;129806.48923;0;0;0;1
1;170;08;08606;03780001;000034009;08606008;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;92994.274364;2;2;;;;;;;;;;;;;;;;;;2;1;18949.299901;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;1;;1;;;;;;;;;1;0;0;1;1;1;0;;1;;;1;1;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;18949.299901;0;0;57496.303762;16548.670701;0;0;0;92994.274364;0;0;0;1
1;170;08;08606;03780001;040081223;08606008;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;36587.563147;2;2;;;;;;;;;;;;;;;;;;2;1;7455.3913289;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;1;;1;;;;;;;;;1;0;0;1;1;1;0;;1;;;1;1;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;7455.3913289;0;0;22621.281353;6510.8904653;0;0;0;36587.563147;0;0;0;1
1;170;08;08606;03790001;040081229;08606008;;6;1;2;1;1;1;2;1;2;2;;;;;;;1;127187.22452;2;2;;;;;;;;;;;;;;;;;;2;1;60523.404344;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;1;1;1;;;;;;;1;;;1;1;;1;1;0;0;0;1;0;7;0;0;2;5;4;37;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;12;2;60523.404344;0;0;43481.849608;22368.914747;0;0;813.05581933;127187.22452;0;0;0;1
1;170;08;08606;03800001;040079783;08606012;;6;1;1;1;1;1;2;1;1;1;;;;;;;1;518205.75514;1;2;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;2;0;1;11429.82091;1;;;;;;;;;1;;;;6;2;;1;;1;;;;;;;1;;;;;;;;;1;1;;;;;;;;1;;1;1;;1;4;1;2;0;1;0;8;2;2;0;4;2;25;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;1;0;1;0;1;0;0;0;0;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;;;1;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;13;2;42765.780857;18624.776908;698.20543198;330647.74231;125469.24963;0;0;0;518205.75514;0;0;0;1
1;170;08;08606;03800001;040081045;08606008;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;129240.38668;2;2;;;;;;;;;;;;;;;;;;1;1;71585.194931;2;0;;;;;;;;;;;;;;;2;;1;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;1;;1;1;;1;1;0;0;0;1;0;8;0;0;3;5;6;37;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;4;2;71585.194931;0;0;34996.944811;22658.246934;0;0;0;129240.38668;0;0;0;1
1;170;08;08606;03810001;040080789;08606012;;6;1;1;1;1;2;2;1;3;2;1;;;;;;1;36941.415985;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;22277.216042;;;;;;1;;;;1;;;;6;2;;;;;;;;1;;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;22277.216042;0;0;10384.193237;4280.0067059;0;0;0;36941.415985;0;0;0;1
1;170;08;08606;03810001;040081047;08606008;;6;1;1;1;1;2;2;1;2;1;1;;;;;;1;129785.08664;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;39575.877539;1;;;;;;;;;1;;;;6;2;;1;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;6;2;39575.877539;0;589.22323088;63041.180796;26578.805071;0;0;0;129785.08664;1;0;0;1
1;170;08;08606;03810001;040081306;08606012;;6;1;1;1;1;2;2;1;3;2;1;;;;;;1;86264.9927;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;36427.285248;;;;;;1;;;;1;;;;6;2;;;;;;;;1;;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;36427.285248;0;0;33549.837422;16287.870031;0;0;0;86264.9927;0;0;0;1
1;170;08;08606;03820001;040080932;08606009;;6;1;1;1;1;2;2;1;1;1;;;;;;;1;310909.135;2;2;;;;;;;;;;;;;;;;;;2;1;203221.58927;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;203221.58927;0;1477.152327;51874.520826;54335.872579;0;0;0;310909.135;0;0;0;1
1;170;08;08606;03820001;040081043;08606008;;6;2;2;1;1;1;2;1;1;1;;;;;;;7;218446.18162;2;2;;;;;;;;;;;;;;;;;;2;1;107189.64691;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;;;1;;;;;;;;;1;1;;;;;;;;1;;1;1;;1;3;2;0;0;1;0;20;4;2;6;8;12;62;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;2;2;107189.64691;0;0;72863.699524;38392.835193;0;0;0;218446.18162;0;0;0;1
1;170;08;08606;03840001;040081222;08606008;;6;1;1;1;1;1;2;1;1;1;;;;;;;1;126166.88013;2;2;;;;;;;;;;;;;;;;;;1;1;41591.876706;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;1;;1;;;;;;;;;1;1;0;1;1;1;0;1;;;;;1;;1;2;0;2;0;0;0;3;1;0;0;2;1;2;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;12;1;41591.876706;0;1209.2719033;60864.496026;21998.37439;0;0;502.8610995;126166.88013;0;0;0;1
