TIPO_REG;PAIS;P_DEPTO;P_MUNIC;UC_UO;ENCUESTA;COD_VEREDA;COD_PARQUE;PRED_ETNICA;P_S3P9;P_S3P10;P_S3P11;P_S3P12;P_S3P13;P_S3P14;P_S4P15;P_S4P16;SNH;SNM;SN9;P_S4P21;SJH;SJM;SJ9;S05_TENENCIA;P_S5PAUTOS;P_S6P43;P_S6P44;P_S6P52_SPA02;P_S6P52_SPA04;P_S6P52_SPC20;P_S6P52_SPC21;P_S6P52_SPC22;P_S6P52_SP99;P_S6P61_SP1;P_S6P61_SP2;P_S6P61_SP3;P_S6P61_SP4;P_S6P61_SP5;P_S6P61_SP6;P_S6P61_SP7;P_S6P61_SP8;P_S6P61_SP9;P_S6P61_SP10;P_S6P61_SP11;P_S6P62;P_S6P65;P_S6P66;P_S6P67;P_S6P68;P_S6P69_SP1;P_S6P69_SP2;P_S6P69_SP3;P_S6P69_SP4;P_S6P69_SP5;P_S6P69_SP6;P_S6P69_SP7;P_S6P70_SPA02;P_S6P70_SPA04;P_S6P70_SPC20;P_S6P70_SPC21;P_S6P70_SPC22;P_S6P70_SP99;P_S6P71;P_S6P72;P_S6P76_SP1;P_S6P76_SP2;P_S6P76_SP3;P_S6P76_SP4;P_S6P76_SP5;P_S6P76_SP6;P_S6P76_SP7;P_S6P76_SP8;P_S6P77_SP1;P_S6P77_SP2;P_S6P77_SP3;P_S6P77_SP4;P_S6P77_SP5;P_S6P77_SP6;P_S6P77_SP7;P_S6P77_SP8;P_S6P77_SP9;P_S6P77_SP10;P_S6P77_SP11;P_S7P78;P_S7P79_SP1;P_S7P79_SP2;P_S7P79_SP3;P_S7P79_SP4;P_S7P79_SP5;P_S7P79_SP6;P_S7P80_SP1;P_S7P80_SP2;P_S7P80_SP3;P_S7P80_SP4;P_S7P81_SP101;P_S7P81_SP112;P_S7P81_SP99;P_S7P82;P_S7P83A;P_S7P83B;P_S7P83C;P_S7P83D;P_S7P83E;P_S7P83F;P_S7P84A;P_S7P84B;P_S7P84C;P_S7P84D;P_S7P84E;P_S7P84F;P_S7P85B;P_S7P86;P_S7P87_SP1;P_S7P87_SP2;P_S7P87_SP3;P_S7P87_SP4;P_S7P87_SP5;P_S7P88;P_S7P89A;P_S7P89B;P_S7P89C;P_S7P89D;P_S7P89E;P_S7P89F;P_S7P90;P_S7P91_SP1;P_S7P91_SP2;P_S7P91_SP3;P_S7P91_SP4;P_S7P91_SP5;P_S7P92A;P_S7P92B;P_S7P93A;P_S7P93B;P_S7P94;P_S7P95;P_S7P101;P_S7P102A;P_S7P102B;P_S7P102C;P_S7P102D;P_S7P102E;P_S7P102F;P_S7P102G;P_S7P102H;P_S7P102I;P_S7P102J;P_S7P102K;P_S7P102L;P_S7P103_SP1;P_S7P103_SP2;P_S7P103_SP3;P_S7P103_SP4;P_S7P103_SP5;P_S7P104;P_S7P105;P_S7P106A;P_S7P106B;P_S7P106C;P_S7P106D;P_S7P106E;P_S7P106F;P_S7P106G;P_S7P106H;P_S7P106I;P_S7P106J;P_S7P106K;P_S7P106L;P_S7P106M;P_S7P106N;P_S7P106O;P_S7P106P;P_S7P106Q;P_S7P106R;P_S7P106S;P_S7P106T;P_S8P107;P_S8P108_SP1;P_S8P108_SP2;P_S8P108_SP3;P_S8P108_SP4;P_S8P108_SP5;P_S8P108_SP6;P_S8P109;P_S8P110;P_S8P111_SP1;P_S8P111_SP2;P_S8P111_SP3;P_S8P111_SP4;P_S8P112_SP1;P_S8P112_SP2;P_S8P112_SP3;P_S8P112_SP4;P_S8P112_SP5;P_S8P112_SP6;P_S8P112_SP7;P_S8P112_SP8;P_S8P112_SP9;P_S8P112_SP10;P_S8P112_SP11;P_S8P112_SP12;P_S8P112_SP13;P_S8P112_SP14;P_S8P112_SP15;P_S8P112_SP16;P_S8P112_SP17;P_S8P112_SP18;P_S8P113;P_S8P113A;P_S9P117;P_S10P121;P_S11P124_SP1;P_S11P124_SP2;P_S11P124_SP3;P_S11P124_SP4;P_S11P124_SP5;P_S11P124_SP6;P_S11P124_SP7;P_S11P124_SP8;P_S11P124_SP9;P_S11P124_SP10;P_S11P124_SP11;P_S11P125_SP1;P_S11P125_SP2;P_S11P125_SP3;P_S11P125_SP4;P_S11P125_SP5;P_S11P125_SP6;P_S11P125_SP7;P_S11P125_SP8;P_S11P125_SP9;P_S11P125_SP10;P_S11P125_SP11;P_S11P125_SP12;P_S11P126_SP1;P_S11P126_SP2;P_S11P126_SP3;P_S11P126_SP4;P_S11P126_SP5;P_S11P126_SP6;P_S11P126_SP7;P_S11P126_SP8;P_S11P126_SP9;P_S11P127_SP1;P_S11P127_SP2;P_S11P127_SP3;P_S11P127_SP4;P_S11P127_SP5;P_S11P127_SP6;P_S11P127_SP7;P_S11P127_SP8;P_S11P127_SP9;P_S11P127_SP10;P_S11P127_SP11;P_S11P128;P_S11P129_SP1;P_S11P129_SP2;P_S11P129_SP3;P_S11P129_SP4;P_S11P129_SP5;P_S11P129_SP6;P_S11P129_SP7;P_S11P129_SP8;P_S11P129_SP9;P_S11P129_SP10;P_S11P130_SP1;P_S11P130_SP2;P_S11P130_SP3;P_S11P131_SP1;P_S11P131_SP2;P_S11P131_SP3;P_S11P131_SP4;P_S11P131_SP5;P_S11P131_SP6;P_S11P131_SP7;P_S11P131_SP8;P_S11P131_SP9;P_S11P131_SP10;P_S11P131_SP11;P_S11P131_SP12;P_S11P131_SP13;P_S11P131_SP14;P_S11P131_SP15;P_S11P132_SP1;P_S11P132_SP2;P_S11P132_SP3;P_S11P132_SP4;P_S11P132_SP5;P_S11P133_SP1;P_S11P133_SP2;P_S11P133_SP3;P_S11P133_SP4;P_S11P133_SP5;P_S11P133_SP6;P_S11P133_SP7;P_S11P133_SP8;P_S11P133_SP9;P_S11P133_SP10;P_S11P134_SP1;P_S11P134_SP2;P_S11P134_SP3;P_S11P134_SP4;P_S11P134_SP5;P_S11P134_SP6;P_S11P134_SP7;P_S11P135;P_S11P135A_SP1;P_S11P135B1;P_S11P135C1;P_S11P135A_SP2;P_S11P135B2;P_S11P135C2;P_S11P135A_SP3;P_S11P135B3;P_S11P135C3;P_S11P135A_SP4;P_S11P135B4;P_S11P135C4;P_S11P135A_SP5;P_S11P135B5;P_S11P135C5;P_S11P135A_SP6;P_S11P135B6;P_S11P135C6;P_S11P135A_SP7;P_S11P135B7;P_S11P135C7;P_S11P135A_SP8;P_S11P135B8;P_S11P135C8;P_S11P135A_SP9;P_S11P135B9;P_S11P135C9;P_S11P135A_SP10;P_S11P135B10;P_S11P135C10;P_S11P135A_SP11;P_S11P136;P_S11P136A;P_S11P136B_SP1;P_S11P136B_SP2;P_S11P136B_SP3;P_S11P136B_SP4;P_S11P136B_SP5;P_S11P136B_SP6;P_S11P136B_SP7;P_S11P136B_SP8;P_S11P137_SP1;P_S11P137_SP2;P_S11P137_SP3;P_S11P137_SP4;P_S11P137_SP5;P_S11P137_SP6;P_S11P137_SP7;P_S11P137_SP8;P_S11P137_SP10;P_S11P137_SP11;P_S11P138;P_S11P138A;P_S11P138B;P_S11P139;P_S11P139A;P_S11P139B;P_S11P140;P_S11P141;P_S12P142;P_S12P143;P_S12P144;P_S12P145;P_S12P146;P_S12P147;P_S12P148;P_S12P149;P_S12P150A;P_S15P158;P_S15P158A;P_S15P158B;TIPO_UC
1;170;08;08436;01260001;040075179;08436008;;6;1;1;1;1;2;2;1;1;1;;;;;;;1;18479.706624;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;5730.2783173;;;;;;1;;;;1;;;;10;2;;;;;;;;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;5730.2783173;0;0;2196.5555042;10552.872803;0;0;0;18479.706624;0;0;0;1
1;170;08;08436;01260001;040075321;08436004;;7;2;2;2;1;1;2;1;1;1;;;;;;;99;78335.877142;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;78335.877142;;;;;;1;;;;1;;;;2;2;;;;;;;;1;1;;1;;;;;;;;;1;;;;1;;;;1;;;1;1;;1;3;1;1;0;1;1;12;3;0;0;9;3;13;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;1;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;10;2;78335.877142;0;0;0;0;0;0;0;78335.877142;0;0;0;1
1;170;08;08436;01270001;000013749;08436004;;7;1;1;2;1;2;2;1;3;2;1;;;;;;99;76533.390309;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;67957.561846;;;;;;1;;;;1;;;;2;2;1;;;;;;;;1;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;3;2;1;1;;;;;;;;1;;;;;;;;;;;;;1;1;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;3;2;1;0;0;0;0;2;67957.561846;0;0;8365.2683546;0;0;210.56010801;0;76533.390309;0;0;0;1
1;170;08;08436;01270001;040075360;08436008;;6;1;2;1;1;2;2;1;1;1;;;;;;;1;18474.73315;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;4846.425959;;;;;;1;;;;1;;;;2;2;;;;;;;;1;1;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;3;2;4846.425959;0;0;2471.423749;11156.883442;0;0;0;18474.73315;0;0;0;1
1;170;08;08436;01280001;040074819;08436002;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;80850.767111;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;36966.611151;;;;;;;1;;;1;;;;6;2;;1;;;;;;;;1;;;;;;;;;;1;;;;1;;;1;;;;;1;;1;1;0;0;0;1;1;9;0;0;0;9;3;13;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;1;2;36966.611151;0;0;5896.2111557;37987.944805;0;0;0;80850.767111;1;0;0;1
1;170;08;08436;01280001;040075199;08436004;;6;1;1;1;1;1;2;1;1;1;;;;;;;7;37091.849285;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;22099.31127;;;;;;;1;;;1;;;;3;2;;;;;;;;1;1;;1;;;;;;;;;1;;;;1;;;;1;;;1;1;;1;0;0;0;0;0;0;3;0;0;0;3;2;3;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;22099.31127;0;0;1100.2283745;13892.30964;0;0;0;37091.849285;0;0;0;1
1;170;08;08436;01280001;040075296;08436004;;6;1;1;1;1;1;2;1;1;1;;;;;;;7;33381.435966;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;20886.235948;;;;;;;1;;;1;;;;3;2;;;;;;;;1;1;;1;;;;;;;;;1;;;;1;;;;1;;;1;1;;1;0;0;0;0;0;0;3;0;0;0;3;2;3;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;20886.235948;0;0;678.71976695;11816.480251;0;0;0;33381.435966;0;0;0;1
1;170;08;08436;01280001;040075810;08436008;;6;2;2;1;1;2;2;1;1;1;;;;;;;1;16073.805841;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;7375.5931727;;;;;;1;;;;1;;;;9;2;;;;;;;;1;;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;7375.5931727;0;0;1163.9977733;7534.214895;0;0;0;16073.805841;0;0;0;1
1;170;08;08436;01290001;000059858;08436003;;6;2;2;1;1;1;2;1;1;;1;;;;;;2;67385.625578;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;37709.527581;;;;;;;1;;;1;;;;3;2;;;;;;;;1;1;;;;;;;;;;;1;1;;;;;;;;1;;1;1;;1;0;0;0;0;0;0;3;0;0;0;3;2;12;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;5;2;37709.527581;0;0;2760.2115355;26915.886461;0;0;0;67385.625578;0;0;0;1
1;170;08;08436;01290001;040075101;08436004;;6;2;2;1;1;2;2;1;7;5;1;1;;;;;1;20133.257925;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;8135.4068238;;;;;;1;;;;1;;;;1;2;;;;;;;;1;;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;0;1;1;1;1;0;0;0;0;0;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;0;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;15;2;8135.4068238;0;0;1802.2938178;10195.557284;0;0;0;20133.257925;0;0;0;1
1;170;08;08436;01290001;040075226;08436005;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;17160.90792;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;4941.165126;;;;;;;1;;;1;;;;3;2;;;;;;;;1;;;1;;;;;;;;;1;1;0;1;1;1;0;;;1;;1;1;;1;1;1;0;0;0;0;7;2;0;0;5;2;7;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;5;5;0;0;0;0;20;2;4941.165126;0;0;2158.4901179;10061.252677;0;0;0;17160.90792;0;0;0;1
1;170;08;08436;01290001;040075302;08436004;;6;2;2;1;1;2;2;1;1;1;;;;;;;1;60399.773776;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;24406.220471;;;;;;1;;;;1;;;;12;2;;;;;;;;1;;;1;;;;;;;;;1;1;0;1;1;1;0;;1;;;1;1;;1;2;0;1;0;1;1;13;4;0;4;5;3;8;2;;;;;;;;;;;;;2;;;;;;;;;;2;;1;0;0;1;1;1;0;0;0;0;0;0;0;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;24406.220471;0;0;5406.8814533;30586.671852;0;0;0;60399.773776;0;0;0;1
1;170;08;08436;01290001;040075436;08436003;;6;2;2;1;1;1;2;1;1;;1;;;;;;2;67385.625578;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;37709.527581;;;;;;;1;;;1;;;;3;2;;;;;;;;1;1;;;;;;;;;;;1;1;;;;;;;;1;;1;1;;1;0;0;0;0;0;0;3;0;0;0;3;2;12;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;5;2;37709.527581;0;0;2760.2115355;26915.886461;0;0;0;67385.625578;0;0;0;1
1;170;08;08436;01300001;040074855;08436004;;6;1;2;1;1;1;2;1;2;2;;;;;;;1;184640.74028;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;68075.579198;;;1;;;;;;;1;;;;1;2;;;;;;;;1;1;1;;;;;;;;;;1;;;;1;;;;1;;;;1;;1;0;0;0;0;0;0;4;0;0;0;4;2;7;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;1;;;1;;;1;;;1;;;1;;;1;;;1;;;1;;;;;;1;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;80;2;68075.579198;0;0;18484.615544;97823.718232;222.68500916;34.142301614;0;184640.74028;1;0;0;1
1;170;08;08436;01300001;040075102;08436004;;6;1;1;1;1;2;2;1;2;2;;;;;;;1;74600.004663;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;29233.313524;;;;;;1;;;;1;;;;12;2;;;;;;;;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;2;29233.313524;0;0;6962.4488567;38404.242281;0;0;0;74600.004663;0;0;0;1
1;170;08;08436;01300001;040075162;08436008;;6;1;2;1;1;2;2;1;1;1;;;;;;;2;48160.982853;1;2;0;0;1;0;0;;1;0;0;0;0;1;0;0;0;0;0;1;2;0;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;1;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;2;12221.78186;0;0;28999.578381;6939.6226121;0;0;0;48160.982853;0;0;0;1
1;170;08;08436;01300001;040075218;08436005;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;228269.19887;2;2;;;;;;;;;;;;;;;;;;2;1;175959.97924;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;1;1;1;0;1;1;1;0;;;1;;1;1;;1;4;3;0;0;1;0;7;3;1;0;3;2;3;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;15;2;175959.97924;0;0;10761.154627;41548.065001;0;0;0;228269.19887;0;0;0;1
1;170;08;08436;01310001;040075298;08436004;;6;2;2;1;1;1;2;1;1;1;;;;;;;1;18491.847521;2;2;;;;;;;;;;;;;;;;;;2;2;0;1;7888.038773;;;;;;;1;;;1;;;;2;2;;1;;;;;;;1;;1;;;;;;;;;1;1;0;1;1;1;0;;1;;;1;1;;1;2;0;1;1;0;0;6;0;0;0;6;2;7;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;0;2;7888.038773;0;0;1525.5158256;9078.2929227;0;0;0;18491.847521;0;0;0;1
1;170;08;08436;01316065;040075299;08436004;;6;2;2;1;1;2;2;1;1;1;;;;;;;1;55475.542564;2;2;;;;;;;;;;;;;;;;;;1;2;0;1;23664.116319;;;;;;;1;;;1;;;;2;2;;;;;;;;1;1;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;0;2;23664.116319;0;0;4576.5474769;27234.878768;0;0;0;55475.542564;0;0;0;1
1;170;08;08436;01320001;040075161;08436008;;6;1;1;1;1;2;2;1;2;1;1;;;;;;1;17357.978962;2;2;;;;;;;;;;;;;;;;;;1;1;9480.8679358;2;0;;;;;;;;;;;;;;;2;;;;;;;;1;1;;1;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;1;1;;1;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;2;9480.8679358;0;660.71313115;2740.1041403;4476.2937546;0;0;0;17357.978962;0;0;0;1
